scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b
od_02,walking,walking-5,4768.99194159527,57.227903299143236,156,1620.909488703947,1521.5308617006124,2237.6701540965123,-99.37862700333471,-6.131041103522458,0.03914590747330961,0.9608540925266904,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-6,4882.431836484403,58.58918203781283,186,1702.4710628451894,1580.788963635587,2330.529904218636,-121.68209920960248,-7.147381348511495,0.03205128205128205,0.967948717948718,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-7,5247.3019072373745,62.9676228868485,143,1794.3631657084295,1682.2510750054616,2449.2484465196185,-112.11209070296786,-6.248015610524701,0.08560311284046693,0.914396887159533,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-8,4032.874831255277,48.39449797506333,134,1380.9782707467605,1291.6182365032964,1902.9596234434036,-89.36003424346404,-6.470777718692331,0.656441717791411,0.34355828220858897,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-1,4031.1747733479747,9.67481945603514,136,275.6450392197691,257.972456083462,380.0621783417512,-17.672583136307082,-6.411355410687041,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-2,4179.665283735303,10.031196680964728,132,271.4558709870706,260.2015720448494,380.3315013642348,-11.254298942221226,-4.145903679039333,0.03076923076923077,0.9692307692307692,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-3,4206.177077687737,10.094824986450568,116,283.48401062109207,267.02168148210734,392.62354965045955,-16.462329138984728,-5.807145561020182,0.05,0.95,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-4,4662.852950896125,11.190847082150698,153,305.1816528293684,291.1093761893076,427.5111930297252,-14.07227664006075,-4.611114891604827,0.01048951048951049,0.9895104895104895,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-5,4794.898408301863,11.507756179924469,170,326.2919802774628,306.16373484821776,450.2329137254176,-20.128245429245055,-6.16878337375285,0.03728813559322034,0.9627118644067797,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-6,5404.728891443751,12.971349339465004,211,356.6280584855332,338.3948002354968,499.77027077857946,-18.233258250036386,-5.112681915008666,0.00872093023255814,0.9912790697674418,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-7,5018.097801026264,12.043434722463035,172,354.81823650817756,327.6541473916883,483.53812020912,-27.164089116489265,-7.655775921726957,0.03355704697986577,0.9664429530201343,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,motorbike,motorbike-8,6275.567685737707,15.061362445770495,241,403.19620968717237,387.6217277155512,569.7386744129105,-15.574481971621196,-3.86275505508967,0.005333333333333333,0.9946666666666667,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_03,walking,walking-1,2868.5704745351272,34.422845694421525,187,845.6536298574905,856.180285450801,1211.7332515188175,10.526655593310466,1.2447951763755116,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_03,walking,walking-2,2948.8516364489606,35.386219637387526,139,876.4842539315906,873.8545602280145,1268.1773322798263,-2.6296937035760948,-0.3000274895732858,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_03,walking,walking-3,3018.080756930005,36.216969083160066,126,894.1138685079873,897.498589650898,1286.6044594981192,3.3847211429107347,0.3785559381333429,0.029605263157894735,0.9703947368421053,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_03,walking,walking-4,3502.8060662306657,42.03367279476799,151,1030.664542967295,1047.8986366707525,1474.5329804597225,17.234093703457575,1.6721341411280555,0.018072289156626505,0.9819277108433735,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
