scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b,departure_time,forecasting_origin,clock_time
od_03,motorbike,motorbike-6,4226.954621077359,10.144691090585662,221,267.1290726231065,260.4995162938642,309.49316781683643,-6.629556329242291,-2.4817801612316304,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-7,4796.108130375025,11.51065951290006,224,305.42416055998183,295.3632480780312,355.6678624257761,-10.060912481950652,-3.29407878653228,0.007537688442211,0.992462311557789,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-8,5295.943269727383,12.710263847345718,208,334.37516204761846,326.770339166576,386.68115994796847,-7.60482288104248,-2.2743384509999807,0.0052219321148825,0.9947780678851176,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-1,5520.488372880517,66.24586047456621,193,1839.571616634508,1763.2542754994552,2079.897575023483,-76.31734113505308,-4.148647459275082,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-2,5675.2072322679305,68.10248678721517,179,1907.820810089624,1821.8733558117756,2148.152910012817,-85.94745427784846,-4.505006645451724,0.0391061452513966,0.9608938547486032,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-3,5963.507083947719,71.56208500737262,180,1972.7517483660924,1892.2168610975743,2219.591091418874,-80.5348872685181,-4.08236299043811,0.0448179271708683,0.9551820728291316,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-4,6502.696264260247,78.03235517112297,245,2107.413156944526,2031.5292513693412,2363.3156737411628,-75.88390557518437,-3.6008081910813416,0.0068965517241379,0.993103448275862,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-5,6661.096289052556,79.93315546863067,201,2255.9035791343117,2137.898457883095,2504.602766333589,-118.00512125121622,-5.230947029061408,0.2468354430379747,0.7531645569620253,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-6,5521.552651906517,66.2586318228782,193,1839.9333116899488,1763.5993424377175,2080.308731644741,-76.3339692522311,-4.148735650756798,0.9693877551020408,0.0306122448979592,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,walking,walking-7,5522.649405426444,66.27179286511733,193,1840.3277324361768,1763.9679174043874,2080.7530643277955,-76.35981503178914,-4.149250901669892,0.9794871794871794,0.0205128205128205,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
